نام بیمارستان,روز هفته,تاریخ مصرف,تعداد مصرف,کد مشتریان,باز یا بسته بودن داروخانه,تخفیفات,تعطیلی مدارس,تعطیلی هفتگی
3,3,2/23/2021,86,1,1,0,0,0
8,3,2/23/2021,5,1,1,0,0,0
10,3,2/23/2021,10,1,1,0,0,0
4,3,2/23/2021,2,1,1,0,0,0
7,3,2/23/2021,3,1,1,0,0,0
1,3,2/23/2021,7,1,1,0,0,0
5,3,2/23/2021,13,1,1,0,0,0
11,3,2/23/2021,11,1,1,0,0,0
9,4,2/24/2021,18,1,1,0,0,0
1,4,2/24/2021,5,1,1,0,0,0
7,4,2/24/2021,3,1,1,0,0,0
2,4,2/24/2021,37,1,1,0,0,0
3,4,2/24/2021,141,1,1,0,0,0
8,4,2/24/2021,11,1,1,0,0,0
10,4,2/24/2021,8,1,1,0,0,0
5,4,2/24/2021,20,1,1,0,0,0
6,4,2/24/2021,11,1,1,0,0,0
11,4,2/24/2021,9,1,1,0,0,0
2,5,2/25/2021,37,1,1,0,0,0
5,5,2/25/2021,10,1,1,0,0,0
1,5,2/25/2021,17,1,1,0,0,0
9,5,2/25/2021,8,1,1,0,0,0
10,5,2/25/2021,18,1,1,0,0,0
11,5,2/25/2021,6,1,1,0,0,0
6,5,2/25/2021,7,1,1,0,0,0
3,5,2/25/2021,83,1,1,0,0,0
7,5,2/25/2021,3,1,1,0,0,0
8,5,2/25/2021,4,1,1,0,0,0
9,6,2/26/2021,9,1,1,0,1,0
3,6,2/26/2021,91,1,1,0,1,0
2,6,2/26/2021,28,1,1,0,1,0
10,6,2/26/2021,11,1,1,0,1,0
5,6,2/26/2021,11,1,1,0,1,0
7,6,2/26/2021,3,1,1,0,1,0
4,6,2/26/2021,2,1,1,0,1,0
6,6,2/26/2021,6,1,1,0,1,0
1,6,2/26/2021,14,1,1,0,1,0
7,7,2/27/2021,2,1,1,0,0,0
1,7,2/27/2021,10,1,1,0,0,0
8,7,2/27/2021,5,1,1,0,0,0
10,7,2/27/2021,14,1,1,0,0,0
3,7,2/27/2021,98,1,1,0,0,0
9,7,2/27/2021,10,1,1,0,0,0
11,7,2/27/2021,4,1,1,0,0,0
6,7,2/27/2021,13,1,1,0,0,0
2,7,2/27/2021,27,1,1,0,0,0
5,7,2/27/2021,16,1,1,0,0,0
2,1,2/28/2021,24,1,1,0,0,0
6,1,2/28/2021,6,1,1,0,0,0
10,1,2/28/2021,12,1,1,0,0,0
7,1,2/28/2021,3,1,1,0,0,0
8,1,2/28/2021,4,1,1,0,0,0
3,1,2/28/2021,117,1,1,0,0,0
1,1,2/28/2021,5,1,1,0,0,0
11,1,2/28/2021,7,1,1,0,0,0
5,1,2/28/2021,27,1,1,0,0,0
9,1,2/28/2021,11,1,1,0,0,0
2,2,3/1/2021,28,1,1,0,0,0
6,2,3/1/2021,9,1,1,0,0,0
8,2,3/1/2021,3,1,1,0,0,0
3,2,3/1/2021,135,1,1,0,0,0
5,2,3/1/2021,21,1,1,0,0,0
10,2,3/1/2021,19,1,1,0,0,0
1,2,3/1/2021,12,1,1,0,0,0
11,2,3/1/2021,2,1,1,0,0,0
7,2,3/1/2021,2,1,1,0,0,0
9,2,3/1/2021,19,1,1,0,0,0
1,3,3/2/2021,3,1,1,0,0,0
7,3,3/2/2021,3,1,1,0,0,0
11,3,3/2/2021,1,1,1,0,0,0
10,3,3/2/2021,19,1,1,0,0,0
3,3,3/2/2021,98,1,1,0,0,0
5,3,3/2/2021,17,1,1,0,0,0
2,3,3/2/2021,39,1,1,0,0,0
8,3,3/2/2021,1,1,1,0,0,0
9,3,3/2/2021,19,1,1,0,0,0
6,3,3/2/2021,7,1,1,0,0,0
5,4,3/3/2021,26,1,1,0,0,0
1,4,3/3/2021,5,1,1,0,0,0
6,4,3/3/2021,4,1,1,0,0,0
8,4,3/3/2021,8,1,1,0,0,0
10,4,3/3/2021,18,1,1,0,0,0
2,4,3/3/2021,45,1,1,0,0,0
3,4,3/3/2021,72,1,1,0,0,0
9,4,3/3/2021,19,1,1,0,0,0
4,4,3/3/2021,3,1,1,0,0,0
7,4,3/3/2021,4,1,1,0,0,0
4,5,3/4/2021,2,1,1,0,0,0
9,5,3/4/2021,16,1,1,0,0,0
10,5,3/4/2021,16,1,1,0,0,0
11,5,3/4/2021,3,1,1,0,0,0
8,5,3/4/2021,2,1,1,0,0,0
3,5,3/4/2021,76,1,1,0,0,0
1,5,3/4/2021,6,1,1,0,0,0
2,5,3/4/2021,48,1,1,0,0,0
6,5,3/4/2021,4,1,1,0,0,0
7,5,3/4/2021,2,1,1,0,0,0
5,5,3/4/2021,24,1,1,0,0,0
1,6,3/5/2021,6,1,1,0,1,0
10,6,3/5/2021,15,1,1,0,1,0
7,6,3/5/2021,3,1,1,0,1,0
9,6,3/5/2021,23,1,1,0,1,0
5,6,3/5/2021,8,1,1,0,1,0
6,6,3/5/2021,4,1,1,0,1,0
11,6,3/5/2021,1,1,1,0,1,0
3,6,3/5/2021,94,1,1,0,1,0
4,6,3/5/2021,1,1,1,0,1,0
2,6,3/5/2021,37,1,1,0,1,0
10,7,3/6/2021,12,1,1,0,0,0
5,7,3/6/2021,14,1,1,0,0,0
6,7,3/6/2021,4,1,1,0,0,0
2,7,3/6/2021,24,1,1,0,0,0
9,7,3/6/2021,11,1,1,0,0,0
3,7,3/6/2021,96,1,1,0,0,0
8,7,3/6/2021,3,1,1,0,0,0
11,7,3/6/2021,5,1,1,0,0,0
7,7,3/6/2021,1,1,1,0,0,0
1,7,3/6/2021,2,1,1,0,0,0
5,1,3/7/2021,33,1,1,0,0,0
3,1,3/7/2021,115,1,1,0,0,0
2,1,3/7/2021,21,1,1,0,0,0
10,1,3/7/2021,7,1,1,0,0,0
8,1,3/7/2021,4,1,1,0,0,0
6,1,3/7/2021,8,1,1,0,0,0
11,1,3/7/2021,2,1,1,0,0,0
1,1,3/7/2021,11,1,1,0,0,0
9,1,3/7/2021,14,1,1,0,0,0
7,1,3/7/2021,4,1,1,0,0,0
5,2,3/8/2021,24,1,1,0,0,0
11,2,3/8/2021,4,1,1,0,0,0
8,2,3/8/2021,5,1,1,0,0,0
1,2,3/8/2021,17,1,1,0,0,0
4,2,3/8/2021,7,1,1,0,0,0
9,2,3/8/2021,20,1,1,0,0,0
7,2,3/8/2021,4,1,1,0,0,0
2,2,3/8/2021,27,1,1,0,0,0
3,2,3/8/2021,147,1,1,0,0,0
10,2,3/8/2021,7,1,1,0,0,0
6,2,3/8/2021,7,1,1,0,0,0
10,3,3/9/2021,4,1,1,0,0,0
6,3,3/9/2021,9,1,1,0,0,0
5,3,3/9/2021,42,1,1,0,0,0
2,3,3/9/2021,44,1,1,0,0,0
11,3,3/9/2021,4,1,1,0,0,0
9,3,3/9/2021,14,1,1,0,0,0
4,3,3/9/2021,2,1,1,0,0,0
7,3,3/9/2021,3,1,1,0,0,0
8,3,3/9/2021,3,1,1,0,0,0
1,3,3/9/2021,5,1,1,0,0,0
3,3,3/9/2021,146,1,1,0,0,0
4,4,3/10/2021,5,1,1,0,0,0
7,4,3/10/2021,4,1,1,0,0,0
1,4,3/10/2021,7,1,1,0,0,0
2,4,3/10/2021,44,1,1,0,0,0
3,4,3/10/2021,124,1,1,0,0,0
11,4,3/10/2021,8,1,1,0,0,0
5,4,3/10/2021,15,1,1,0,0,0
8,4,3/10/2021,6,1,1,0,0,0
6,4,3/10/2021,3,1,1,0,0,0
10,4,3/10/2021,5,1,1,0,0,0
9,4,3/10/2021,17,1,1,0,0,0
8,5,3/11/2021,7,1,1,0,0,0
9,5,3/11/2021,15,1,1,0,0,0
2,5,3/11/2021,27,1,1,0,0,0
5,5,3/11/2021,21,1,1,0,0,0
11,5,3/11/2021,3,1,1,0,0,0
7,5,3/11/2021,4,1,1,0,0,0
3,5,3/11/2021,96,1,1,0,0,0
4,5,3/11/2021,4,1,1,0,0,0
1,5,3/11/2021,11,1,1,0,0,0
6,5,3/11/2021,8,1,1,0,0,0
9,6,3/12/2021,15,1,1,0,1,0
8,6,3/12/2021,8,1,1,0,1,0
1,6,3/12/2021,8,1,1,0,1,0
6,6,3/12/2021,2,1,1,0,1,0
7,6,3/12/2021,4,1,1,0,1,0
5,6,3/12/2021,21,1,1,0,1,0
3,6,3/12/2021,91,1,1,0,1,0
11,6,3/12/2021,6,1,1,0,1,0
4,6,3/12/2021,5,1,1,0,1,0
10,6,3/12/2021,1,1,1,0,1,0
2,6,3/12/2021,20,1,1,0,1,0
10,7,3/13/2021,2,1,1,0,0,0
5,7,3/13/2021,23,1,1,0,0,0
11,7,3/13/2021,2,1,1,0,0,0
7,7,3/13/2021,1,1,1,0,0,0
2,7,3/13/2021,27,1,1,0,0,0
9,7,3/13/2021,17,1,1,0,0,0
1,7,3/13/2021,6,1,1,0,0,0
8,7,3/13/2021,9,1,1,0,0,0
6,7,3/13/2021,7,1,1,0,0,0
3,7,3/13/2021,142,1,1,0,0,0
4,7,3/13/2021,4,1,1,0,0,0
5,1,3/14/2021,26,1,1,0,0,0
4,1,3/14/2021,2,1,1,0,0,0
6,1,3/14/2021,17,1,1,0,0,0
9,1,3/14/2021,25,1,1,0,0,0
3,1,3/14/2021,136.5,1,1,0,0,0
2,1,3/14/2021,32,1,1,0,0,0
8,1,3/14/2021,3,1,1,0,0,0
4,1,3/14/2021,1,1,1,0,0,0
11,1,3/14/2021,7,1,1,0,0,0
10,1,3/14/2021,2,1,1,0,0,0
1,1,3/14/2021,13,1,1,0,0,0
3,2,3/15/2021,138,1,1,0,0,0
2,2,3/15/2021,43,1,1,0,0,0
10,2,3/15/2021,8,1,1,0,0,0
4,2,3/15/2021,3,1,1,0,0,0
8,2,3/15/2021,1,1,1,0,0,0
6,2,3/15/2021,19,1,1,0,0,0
1,2,3/15/2021,14,1,1,0,0,0
11,2,3/15/2021,4,1,1,0,0,0
5,2,3/15/2021,28,1,1,0,0,0
7,2,3/15/2021,2,1,1,0,0,0
9,2,3/15/2021,15,1,1,0,0,0
5,3,3/16/2021,22,1,1,0,0,0
2,3,3/16/2021,51,1,1,0,0,0
11,3,3/16/2021,9,1,1,0,0,0
6,3,3/16/2021,10,1,1,0,0,0
1,3,3/16/2021,8,1,1,0,0,0
9,3,3/16/2021,12,1,1,0,0,0
10,3,3/16/2021,6,1,1,0,0,0
3,3,3/16/2021,132,1,1,0,0,0
11,4,3/17/2021,8,1,1,0,0,0
1,4,3/17/2021,13,1,1,0,0,0
5,4,3/17/2021,18,1,1,0,0,0
2,4,3/17/2021,45,1,1,0,0,0
4,4,3/17/2021,12,1,1,0,0,0
7,4,3/17/2021,1,1,1,0,0,0
3,4,3/17/2021,103,1,1,0,0,0
10,4,3/17/2021,6,1,1,0,0,0
9,4,3/17/2021,12,1,1,0,0,0
6,4,3/17/2021,7,1,1,0,0,0
5,5,3/18/2021,24,1,1,0,0,0
11,5,3/18/2021,2,1,1,0,0,0
1,5,3/18/2021,23,1,1,0,0,0
3,5,3/18/2021,112,1,1,0,0,0
4,5,3/18/2021,4,1,1,0,0,0
2,5,3/18/2021,25,1,1,0,0,0
9,5,3/18/2021,14,1,1,0,0,0
6,5,3/18/2021,21,1,1,0,0,0
8,5,3/18/2021,1,1,1,0,0,0
10,5,3/18/2021,4,1,1,0,0,0
8,6,3/19/2021,3,1,1,0,1,0
5,6,3/19/2021,16,1,1,0,1,0
2,6,3/19/2021,27,1,1,0,1,0
3,6,3/19/2021,88,1,1,0,1,0
1,6,3/19/2021,11,1,1,0,1,0
6,6,3/19/2021,6,1,1,0,1,0
7,6,3/19/2021,1,1,1,0,1,0
4,6,3/19/2021,4,1,1,0,1,0
10,6,3/19/2021,9,1,1,0,1,0
9,6,3/19/2021,13,1,1,0,1,0
6,7,3/20/2021,10,1,1,0,0,0
2,7,3/20/2021,25,1,1,0,0,0
3,7,3/20/2021,71,1,1,0,0,0
11,7,3/20/2021,3,1,1,0,0,0
10,7,3/20/2021,8,1,1,0,0,0
7,7,3/20/2021,1,1,1,0,0,0
4,7,3/20/2021,12,1,1,0,0,0
1,7,3/20/2021,7,1,1,0,0,0
5,7,3/20/2021,15,1,1,0,0,0
9,7,3/20/2021,3,1,1,0,0,0
8,7,3/20/2021,3,1,1,0,0,0
11,1,3/21/2021,3,1,1,0,0,0
3,1,3/21/2021,103,1,1,0,0,0
2,1,3/21/2021,19,1,1,0,0,0
4,1,3/21/2021,8,1,1,0,0,0
9,1,3/21/2021,9,1,1,0,0,0
5,1,3/21/2021,13,1,1,0,0,0
10,1,3/21/2021,4,1,1,0,0,0
1,1,3/21/2021,14,1,1,0,0,0
8,1,3/21/2021,4,1,1,0,0,0
6,1,3/21/2021,6,1,1,0,0,0
5,2,3/22/2021,4,1,1,0,0,0
10,2,3/22/2021,9,1,1,0,0,0
2,2,3/22/2021,17,1,1,0,0,0
4,2,3/22/2021,7,1,1,0,0,0
7,2,3/22/2021,1,1,1,0,0,0
1,2,3/22/2021,19,1,1,0,0,0
6,2,3/22/2021,2,1,1,0,0,0
9,2,3/22/2021,17,1,1,0,0,0
8,2,3/22/2021,1,1,1,0,0,0
3,2,3/22/2021,80,1,1,0,0,0
11,2,3/22/2021,9,1,1,0,0,0
7,3,3/23/2021,1,1,1,0,0,0
10,3,3/23/2021,10,1,1,0,0,0
4,3,3/23/2021,4,1,1,0,0,0
11,3,3/23/2021,4,1,1,0,0,0
1,3,3/23/2021,14,1,1,0,0,0
5,3,3/23/2021,16,1,1,0,0,0
2,3,3/23/2021,13,1,1,0,0,0
3,3,3/23/2021,71,1,1,0,0,0
9,3,3/23/2021,14,1,1,0,0,0
8,3,3/23/2021,3,1,1,0,0,0
10,4,3/24/2021,10,1,1,0,0,0
2,4,3/24/2021,18,1,1,0,0,0
4,4,3/24/2021,1,1,1,0,0,0
11,4,3/24/2021,13,1,1,0,0,0
3,4,3/24/2021,71.5,1,1,0,0,0
9,4,3/24/2021,6,1,1,0,0,0
1,4,3/24/2021,14,1,1,0,0,0
8,4,3/24/2021,2,1,1,0,0,0
5,4,3/24/2021,21,1,1,0,0,0
2,5,3/25/2021,21,1,1,0,0,0
10,5,3/25/2021,18,1,1,0,0,0
11,5,3/25/2021,9,1,1,0,0,0
1,5,3/25/2021,12,1,1,0,0,0
9,5,3/25/2021,8,1,1,0,0,0
5,5,3/25/2021,16,1,1,0,0,0
6,5,3/25/2021,3,1,1,0,0,0
3,5,3/25/2021,83,1,1,0,0,0
1,6,3/26/2021,23,1,1,0,1,0
11,6,3/26/2021,7,1,1,0,1,0
6,6,3/26/2021,5,1,1,0,1,0
2,6,3/26/2021,20,1,1,0,1,0
3,6,3/26/2021,84,1,1,0,1,0
5,6,3/26/2021,17,1,1,0,1,0
9,6,3/26/2021,10,1,1,0,1,0
8,6,3/26/2021,2,1,1,0,1,0
10,6,3/26/2021,16,1,1,0,1,0
8,7,3/27/2021,4,1,1,0,0,0
7,7,3/27/2021,1,1,1,0,0,0
9,7,3/27/2021,11,1,1,0,0,0
5,7,3/27/2021,33,1,1,0,0,0
11,7,3/27/2021,6,1,1,0,0,0
10,7,3/27/2021,12,1,1,0,0,0
2,7,3/27/2021,27,1,1,0,0,0
6,7,3/27/2021,9,1,1,0,0,0
1,7,3/27/2021,7,1,1,0,0,0
4,7,3/27/2021,3,1,1,0,0,0
3,7,3/27/2021,65,1,1,0,0,0
2,1,3/28/2021,31,1,1,0,0,0
1,1,3/28/2021,4,1,1,0,0,0
4,1,3/28/2021,2,1,1,0,0,0
8,1,3/28/2021,5,1,1,0,0,0
5,1,3/28/2021,34,1,1,0,0,0
11,1,3/28/2021,12,1,1,0,0,0
10,1,3/28/2021,8,1,1,0,0,0
9,1,3/28/2021,13,1,1,0,0,0
3,1,3/28/2021,57,1,1,0,0,0
6,1,3/28/2021,6,1,1,0,0,0
8,2,3/29/2021,2,1,1,0,0,0
4,2,3/29/2021,2,1,1,0,0,0
9,2,3/29/2021,13,1,1,0,0,0
3,2,3/29/2021,35.5,1,1,0,0,0
6,2,3/29/2021,2,1,1,0,0,0
1,2,3/29/2021,5,1,1,0,0,0
5,2,3/29/2021,13,1,1,0,0,0
2,2,3/29/2021,34,1,1,0,0,0
11,2,3/29/2021,7,1,1,0,0,0
10,2,3/29/2021,2,1,1,0,0,0
4,3,3/30/2021,5,1,1,0,0,0
5,3,3/30/2021,24,1,1,0,0,0
3,3,3/30/2021,54,1,1,0,0,0
11,3,3/30/2021,12,1,1,0,0,0
9,3,3/30/2021,17,1,1,0,0,0
8,3,3/30/2021,2,1,1,0,0,0
1,3,3/30/2021,3,1,1,0,0,0
10,3,3/30/2021,2,1,1,0,0,0
2,3,3/30/2021,24,1,1,0,0,0
11,4,3/31/2021,13,1,1,0,0,0
1,4,3/31/2021,3,1,1,0,0,0
8,4,3/31/2021,2,1,1,0,0,0
4,4,3/31/2021,4,1,1,0,0,0
9,4,3/31/2021,15,1,1,0,0,0
5,4,3/31/2021,18,1,1,0,0,0
6,4,3/31/2021,1,1,1,0,0,0
10,4,3/31/2021,2,1,1,0,0,0
2,4,3/31/2021,25,1,1,0,0,0
3,4,3/31/2021,64,1,1,0,0,0
11,5,4/1/2021,6,1,1,0,0,0
4,5,4/1/2021,5,1,1,0,0,0
5,5,4/1/2021,10,1,1,0,0,0
3,5,4/1/2021,83,1,1,0,0,0
2,5,4/1/2021,33,1,1,0,0,0
10,5,4/1/2021,6,1,1,0,0,0
6,5,4/1/2021,4,1,1,0,0,0
9,5,4/1/2021,7,1,1,0,0,0
1,5,4/1/2021,15,1,1,0,0,0
8,5,4/1/2021,3,1,1,0,0,0
5,6,4/2/2021,15,1,1,0,1,0
9,6,4/2/2021,8,1,1,0,1,0
8,6,4/2/2021,4,1,1,0,1,0
4,6,4/2/2021,7,1,1,0,1,0
2,6,4/2/2021,24,1,1,0,1,0
6,6,4/2/2021,1,1,1,0,1,0
3,6,4/2/2021,65,1,1,0,1,0
10,6,4/2/2021,3,1,1,0,1,0
11,6,4/2/2021,8,1,1,0,1,0
1,6,4/2/2021,8,1,1,0,1,0
5,7,4/3/2021,8,1,1,0,0,0
2,7,4/3/2021,40,1,1,0,0,0
4,7,4/3/2021,5,1,1,0,0,0
11,7,4/3/2021,8,1,1,0,0,0
3,7,4/3/2021,81,1,1,0,0,0
9,7,4/3/2021,17,1,1,0,0,0
1,7,4/3/2021,10,1,1,0,0,0
6,7,4/3/2021,6,1,1,0,0,0
8,7,4/3/2021,10,1,1,0,0,0
8,1,4/4/2021,6,1,1,0,0,0
6,1,4/4/2021,2,1,1,0,0,0
1,1,4/4/2021,5,1,1,0,0,0
5,1,4/4/2021,27,1,1,0,0,0
2,1,4/4/2021,92,1,1,0,0,0
9,1,4/4/2021,8,1,1,0,0,0
3,1,4/4/2021,151,1,1,0,0,0
4,1,4/4/2021,7,1,1,0,0,0
11,1,4/4/2021,5,1,1,0,0,0
10,1,4/4/2021,1,1,1,0,0,0
4,2,4/5/2021,3,1,1,0,0,0
5,2,4/5/2021,23,1,1,0,0,0
6,2,4/5/2021,7,1,1,0,0,0
7,2,4/5/2021,1,1,1,0,0,0
11,2,4/5/2021,2,1,1,0,0,0
3,2,4/5/2021,158.5,1,1,0,0,0
1,2,4/5/2021,7,1,1,0,0,0
8,2,4/5/2021,5,1,1,0,0,0
2,2,4/5/2021,83,1,1,0,0,0
9,2,4/5/2021,22,1,1,0,0,0
10,2,4/5/2021,1,1,1,0,0,0
8,3,4/6/2021,14,1,1,0,0,0
7,3,4/6/2021,2,1,1,0,0,0
11,3,4/6/2021,1,1,1,0,0,0
4,3,4/6/2021,9,1,1,0,0,0
5,3,4/6/2021,9,1,1,0,0,0
6,3,4/6/2021,17,1,1,0,0,0
2,3,4/6/2021,54,1,1,0,0,0
10,3,4/6/2021,5,1,1,0,0,0
9,3,4/6/2021,18,1,1,0,0,0
1,3,4/6/2021,6,1,1,0,0,0
3,3,4/6/2021,184.5,1,1,0,0,0
11,4,4/7/2021,9,1,1,0,0,0
3,4,4/7/2021,205.5,1,1,0,0,0
5,4,4/7/2021,21,1,1,0,0,0
9,4,4/7/2021,17,1,1,0,0,0
2,4,4/7/2021,58,1,1,0,0,0
7,4,4/7/2021,1,1,1,0,0,0
10,4,4/7/2021,1,1,1,0,0,0
1,4,4/7/2021,17,1,1,0,0,0
8,4,4/7/2021,7,1,1,0,0,0
6,4,4/7/2021,20,1,1,0,0,0
4,4,4/7/2021,11,1,1,0,0,0
1,5,4/8/2021,18,1,1,0,0,0
10,5,4/8/2021,4,1,1,0,0,0
3,5,4/8/2021,180,1,1,0,0,0
5,5,4/8/2021,12,1,1,0,0,0
8,5,4/8/2021,6,1,1,0,0,0
2,5,4/8/2021,53,1,1,0,0,0
11,5,4/8/2021,7,1,1,0,0,0
4,5,4/8/2021,7,1,1,0,0,0
7,5,4/8/2021,3,1,1,0,0,0
6,5,4/8/2021,6,1,1,0,0,0
9,5,4/8/2021,19,1,1,0,0,0
3,6,4/9/2021,161,1,1,0,1,0
10,6,4/9/2021,9,1,1,0,1,0
8,6,4/9/2021,5,1,1,0,1,0
6,6,4/9/2021,4,1,1,0,1,0
5,6,4/9/2021,9,1,1,0,1,0
11,6,4/9/2021,6,1,1,0,1,0
1,6,4/9/2021,21,1,1,0,1,0
4,6,4/9/2021,17,1,1,0,1,0
9,6,4/9/2021,19,1,1,0,1,0
2,6,4/9/2021,42,1,1,0,1,0
7,6,4/9/2021,1,1,1,0,1,0
4,7,4/10/2021,13,1,1,0,0,0
3,7,4/10/2021,154,1,1,0,0,0
6,7,4/10/2021,4,1,1,0,0,0
1,7,4/10/2021,8,1,1,0,0,0
7,7,4/10/2021,2,1,1,0,0,0
5,7,4/10/2021,19,1,1,0,0,0
9,7,4/10/2021,7,1,1,0,0,0
10,7,4/10/2021,2,1,1,0,0,0
11,7,4/10/2021,5,1,1,0,0,0
8,7,4/10/2021,8,1,1,0,0,0
2,7,4/10/2021,37,1,1,0,0,0
2,1,4/11/2021,24,1,1,0,0,0
3,1,4/11/2021,175,1,1,0,0,0
5,1,4/11/2021,21,1,1,0,0,0
11,1,4/11/2021,7,1,1,0,0,0
4,1,4/11/2021,13,1,1,0,0,0
7,1,4/11/2021,6,1,1,0,0,0
8,1,4/11/2021,12,1,1,0,0,0
10,1,4/11/2021,2,1,1,0,0,0
9,1,4/11/2021,11,1,1,0,0,0
1,1,4/11/2021,11,1,1,0,0,0
6,1,4/11/2021,11,1,1,0,0,0
6,2,4/12/2021,4,1,1,0,0,0
8,2,4/12/2021,8,1,1,0,0,0
3,2,4/12/2021,179,1,1,0,0,0
5,2,4/12/2021,10,1,1,0,0,0
2,2,4/12/2021,22,1,1,0,0,0
7,2,4/12/2021,13,1,1,0,0,0
4,2,4/12/2021,11,1,1,0,0,0
11,2,4/12/2021,5,1,1,0,0,0
10,2,4/12/2021,3,1,1,0,0,0
1,2,4/12/2021,15,1,1,0,0,0
9,2,4/12/2021,19,1,1,0,0,0
3,3,4/13/2021,149,1,1,0,0,0
7,3,4/13/2021,17,1,1,0,0,0
2,3,4/13/2021,12,1,1,0,0,0
11,3,4/13/2021,13,1,1,0,0,0
1,3,4/13/2021,12,1,1,0,0,0
6,3,4/13/2021,5,1,1,0,0,0
9,3,4/13/2021,13,1,1,0,0,0
4,3,4/13/2021,39,1,1,0,0,0
8,3,4/13/2021,12,1,1,0,0,0
5,3,4/13/2021,6,1,1,0,0,0
10,3,4/13/2021,13,1,1,0,0,0
3,4,4/14/2021,144,1,1,0,0,0
2,4,4/14/2021,22,1,1,0,0,0
1,4,4/14/2021,14,1,1,0,0,0
8,4,4/14/2021,8,1,1,0,0,0
7,4,4/14/2021,14,1,1,0,0,0
10,4,4/14/2021,7,1,1,0,0,0
9,4,4/14/2021,13,1,1,0,0,0
5,4,4/14/2021,8,1,1,0,0,0
11,4,4/14/2021,9,1,1,0,0,0
4,4,4/14/2021,13,1,1,0,0,0
6,4,4/14/2021,3,1,1,0,0,0
3,5,4/15/2021,162,1,1,0,0,0
1,5,4/15/2021,14,1,1,0,0,0
10,5,4/15/2021,10,1,1,0,0,0
7,5,4/15/2021,15,1,1,0,0,0
8,5,4/15/2021,11,1,1,0,0,0
11,5,4/15/2021,7,1,1,0,0,0
9,5,4/15/2021,14,1,1,0,0,0
4,5,4/15/2021,16,1,1,0,0,0
2,5,4/15/2021,9,1,1,0,0,0
6,5,4/15/2021,11,1,1,0,0,0
5,5,4/15/2021,11,1,1,0,0,0
8,6,4/16/2021,8,1,1,0,1,0
3,6,4/16/2021,156,1,1,0,1,0
11,6,4/16/2021,22,1,1,0,1,0
6,6,4/16/2021,6,1,1,0,1,0
2,6,4/16/2021,9,1,1,0,1,0
5,6,4/16/2021,8,1,1,0,1,0
10,6,4/16/2021,5,1,1,0,1,0
9,6,4/16/2021,11,1,1,0,1,0
7,6,4/16/2021,14,1,1,0,1,0
1,6,4/16/2021,4,1,1,0,1,0
4,6,4/16/2021,12,1,1,0,1,0
6,7,4/17/2021,9,1,1,0,0,0
10,7,4/17/2021,6,1,1,0,0,0
7,7,4/17/2021,11,1,1,0,0,0
1,7,4/17/2021,6,1,1,0,0,0
3,7,4/17/2021,176,1,1,0,0,0
9,7,4/17/2021,5,1,1,0,0,0
11,7,4/17/2021,13,1,1,0,0,0
5,7,4/17/2021,12,1,1,0,0,0
4,7,4/17/2021,12,1,1,0,0,0
8,7,4/17/2021,7,1,1,0,0,0
2,7,4/17/2021,16,1,1,0,0,0
6,1,4/18/2021,2,1,1,0,0,0
4,1,4/18/2021,5,1,1,0,0,0
7,1,4/18/2021,16,1,1,0,0,0
11,1,4/18/2021,18,1,1,0,0,0
3,1,4/18/2021,150,1,1,0,0,0
8,1,4/18/2021,7,1,1,0,0,0
10,1,4/18/2021,2,1,1,0,0,0
1,1,4/18/2021,4,1,1,0,0,0
5,1,4/18/2021,12,1,1,0,0,0
9,1,4/18/2021,14,1,1,0,0,0
2,1,4/18/2021,14,1,1,0,0,0
11,2,4/19/2021,10,1,1,0,0,0
6,2,4/19/2021,9,1,1,0,0,0
5,2,4/19/2021,9,1,1,0,0,0
3,2,4/19/2021,117,1,1,0,0,0
4,2,4/19/2021,16,1,1,0,0,0
1,2,4/19/2021,10,1,1,0,0,0
10,2,4/19/2021,3,1,1,0,0,0
9,2,4/19/2021,14,1,1,0,0,0
7,2,4/19/2021,11,1,1,0,0,0
2,2,4/19/2021,17,1,1,0,0,0
8,2,4/19/2021,3,1,1,0,0,0
4,3,4/20/2021,8,1,1,0,0,0
5,3,4/20/2021,32,1,1,0,0,0
8,3,4/20/2021,5,1,1,0,0,0
10,3,4/20/2021,4,1,1,0,0,0
7,3,4/20/2021,12,1,1,0,0,0
3,3,4/20/2021,112,1,1,0,0,0
11,3,4/20/2021,12,1,1,0,0,0
9,3,4/20/2021,4,1,1,0,0,0
2,3,4/20/2021,17,1,1,0,0,0
6,3,4/20/2021,5,1,1,0,0,0
1,3,4/20/2021,8,1,1,0,0,0
1,4,4/21/2021,6,1,1,0,0,0
2,4,4/21/2021,40,1,1,0,0,0
11,4,4/21/2021,13,1,1,0,0,0
10,4,4/21/2021,3,1,1,0,0,0
9,4,4/21/2021,5,1,1,0,0,0
4,4,4/21/2021,27,1,1,0,0,0
6,4,4/21/2021,4,1,1,0,0,0
7,4,4/21/2021,4,1,1,0,0,0
5,4,4/21/2021,19,1,1,0,0,0
3,4,4/21/2021,127,1,1,0,0,0
8,4,4/21/2021,4,1,1,0,0,0
11,5,4/22/2021,8,1,1,0,0,0
3,5,4/22/2021,92,1,1,0,0,0
9,5,4/22/2021,10,1,1,0,0,0
7,5,4/22/2021,3,1,1,0,0,0
8,5,4/22/2021,6,1,1,0,0,0
5,5,4/22/2021,17,1,1,0,0,0
2,5,4/22/2021,31,1,1,0,0,0
